generator_version,flight_id,service_date,snapshot_hours_before_scheduled_gate_arrival,departure_delay_min,headwind_kts,destination_weather_index,arrival_demand_index,weather_snapshot_age_min,final_gate_wait_min,arrival_delay_min,late_30
build-zero-v1,ASTER-217-2024-09-15,2024-09-15,4,6,15.1,4.6,5.0,25,0,2,0
build-zero-v1,ASTER-217-2024-09-16,2024-09-16,4,3,12.6,1.0,9.5,46,14,16,0
build-zero-v1,ASTER-217-2024-09-17,2024-09-17,4,-2,9.7,0.5,5.5,23,25,10,0
build-zero-v1,ASTER-217-2024-09-18,2024-09-18,4,1,14.4,3.1,5.9,26,0,3,0
build-zero-v1,ASTER-217-2024-09-19,2024-09-19,4,-1,19.3,0.5,6.2,8,0,-11,0
build-zero-v1,ASTER-217-2024-09-20,2024-09-20,4,-1,17.8,5.0,2.6,2,28,13,0
build-zero-v1,ASTER-217-2024-09-21,2024-09-21,4,5,14.9,9.3,7.1,15,0,22,0
build-zero-v1,ASTER-217-2024-09-22,2024-09-22,4,-3,17.5,0.5,3.8,12,0,-18,0
build-zero-v1,ASTER-217-2024-09-23,2024-09-23,4,-4,29.2,2.5,5.5,17,3,-7,0
build-zero-v1,ASTER-217-2024-09-24,2024-09-24,4,1,31.2,0.2,3.2,75,0,3,0
build-zero-v1,ASTER-217-2024-09-25,2024-09-25,4,14,4,2.9,9.3,15,0,1,0
build-zero-v1,ASTER-217-2024-09-26,2024-09-26,4,16,35.7,1.9,6.9,11,1,2,0
build-zero-v1,ASTER-217-2024-09-27,2024-09-27,4,10,21.0,1.0,4.7,27,0,-14,0
build-zero-v1,ASTER-217-2024-09-28,2024-09-28,4,13,24.8,0.3,5.4,9,4,8,0
build-zero-v1,ASTER-217-2024-09-29,2024-09-29,4,0,13.6,0.7,9.0,37,0,-6,0
build-zero-v1,ASTER-217-2024-09-30,2024-09-30,4,5,22.0,0,9.0,0,0,-12,0
build-zero-v1,ASTER-217-2024-10-01,2024-10-01,4,28,28.9,1.5,4.8,15,8,7,0
build-zero-v1,ASTER-217-2024-10-02,2024-10-02,4,-1,53.9,3.0,3.5,11,11,24,0
build-zero-v1,ASTER-217-2024-10-03,2024-10-03,4,4,30.8,5.3,6.7,3,0,7,0
build-zero-v1,ASTER-217-2024-10-04,2024-10-04,4,50,34.6,1.6,1.0,25,0,15,0
build-zero-v1,ASTER-217-2024-10-05,2024-10-05,4,0,16.5,3.2,2.3,5,0,-17,0
build-zero-v1,ASTER-217-2024-10-06,2024-10-06,4,14,4,4.7,5.6,2,0,-5,0
build-zero-v1,ASTER-217-2024-10-07,2024-10-07,4,12,24.5,3.0,5.1,1,0,2,0
build-zero-v1,ASTER-217-2024-10-08,2024-10-08,4,15,8.3,5.0,5.6,27,0,5,0
build-zero-v1,ASTER-217-2024-10-09,2024-10-09,4,23,34.6,3.4,4.4,4,10,14,0
build-zero-v1,ASTER-217-2024-10-10,2024-10-10,4,1,26.6,3.2,6.0,21,11,7,0
build-zero-v1,ASTER-217-2024-10-11,2024-10-11,4,0,20.6,4.1,4.7,8,0,-15,0
build-zero-v1,ASTER-217-2024-10-12,2024-10-12,4,3,31.3,1.6,4.8,22,14,-3,0
build-zero-v1,ASTER-217-2024-10-13,2024-10-13,4,8,39.4,1.5,4.0,2,0,10,0
build-zero-v1,ASTER-217-2024-10-14,2024-10-14,4,0,10.8,3.0,1.8,4,0,-17,0
build-zero-v1,ASTER-217-2024-10-15,2024-10-15,4,-1,28.6,8.1,3.3,61,48,47,1
build-zero-v1,ASTER-217-2024-10-16,2024-10-16,4,1,16.3,0,2.1,57,0,-16,0
build-zero-v1,ASTER-217-2024-10-17,2024-10-17,4,-2,29.6,2.9,3.7,42,0,-8,0
build-zero-v1,ASTER-217-2024-10-18,2024-10-18,4,-1,29.1,5.2,5.1,1,0,-2,0
build-zero-v1,ASTER-217-2024-10-19,2024-10-19,4,5,27.2,3.7,3.7,28,0,-11,0
build-zero-v1,ASTER-217-2024-10-20,2024-10-20,4,0,15.9,0.3,3.4,31,0,-18,0
build-zero-v1,ASTER-217-2024-10-21,2024-10-21,4,9,29.7,1.5,9.4,5,0,7,0
build-zero-v1,ASTER-217-2024-10-22,2024-10-22,4,-1,27.4,0,7.4,12,0,-6,0
build-zero-v1,ASTER-217-2024-10-23,2024-10-23,4,-1,38.6,2.0,3.3,10,0,1,0
build-zero-v1,ASTER-217-2024-10-24,2024-10-24,4,4,33.5,0.8,6.8,13,10,8,0
build-zero-v1,ASTER-217-2024-10-25,2024-10-25,4,0,14.2,4.5,8.8,14,9,10,0
build-zero-v1,ASTER-217-2024-10-26,2024-10-26,4,15,10.4,3.1,7.2,50,2,17,0
build-zero-v1,ASTER-217-2024-10-27,2024-10-27,4,-5,15.2,3.7,3.7,37,0,-18,0
build-zero-v1,ASTER-217-2024-10-28,2024-10-28,4,16,22.0,3.9,4.9,9,0,7,0
build-zero-v1,ASTER-217-2024-10-29,2024-10-29,4,73,43.2,0.3,4.8,6,0,40,1
build-zero-v1,ASTER-217-2024-10-30,2024-10-30,4,11,34.9,5.2,5.5,11,0,18,0
build-zero-v1,ASTER-217-2024-10-31,2024-10-31,4,17,27.9,5.7,7.2,4,0,21,0
build-zero-v1,ASTER-217-2024-11-01,2024-11-01,4,9,20.4,4.6,4.1,12,0,4,0
build-zero-v1,ASTER-217-2024-11-02,2024-11-02,4,9,45.6,3.0,6.7,20,18,32,1
build-zero-v1,ASTER-217-2024-11-03,2024-11-03,4,14,33.3,4.3,2.5,6,0,15,0
build-zero-v1,ASTER-217-2024-11-04,2024-11-04,4,-3,32.6,3.4,4.9,3,0,-2,0
build-zero-v1,ASTER-217-2024-11-05,2024-11-05,4,-1,36.1,4.1,2.4,4,3,6,0
build-zero-v1,ASTER-217-2024-11-06,2024-11-06,4,8,60.3,7.7,3.8,0,0,38,1
build-zero-v1,ASTER-217-2024-11-07,2024-11-07,4,0,40.0,3.3,5.8,54,9,33,1
build-zero-v1,ASTER-217-2024-11-08,2024-11-08,4,3,42.5,7.8,1.7,13,0,17,0
build-zero-v1,ASTER-217-2024-11-09,2024-11-09,4,5,43.2,6.9,6.8,1,5,25,0
build-zero-v1,ASTER-217-2024-11-10,2024-11-10,4,20,41.8,3.1,6.7,11,12,29,0
build-zero-v1,ASTER-217-2024-11-11,2024-11-11,4,9,37.9,2.4,3.3,40,48,54,1
build-zero-v1,ASTER-217-2024-11-12,2024-11-12,4,-4,40.5,7.3,6.2,70,0,28,0
build-zero-v1,ASTER-217-2024-11-13,2024-11-13,4,17,30.2,3.6,4.9,7,2,18,0
build-zero-v1,ASTER-217-2024-11-14,2024-11-14,4,3,43.0,4.0,3.2,53,0,3,0
build-zero-v1,ASTER-217-2024-11-15,2024-11-15,4,24,37.1,4.2,5.5,11,0,24,0
build-zero-v1,ASTER-217-2024-11-16,2024-11-16,4,0,14.7,2.8,5.2,43,3,-18,0
build-zero-v1,ASTER-217-2024-11-17,2024-11-17,4,23,16.2,5.1,6.2,0,0,13,0
build-zero-v1,ASTER-217-2024-11-18,2024-11-18,4,-5,10.5,1.5,9.3,2,22,21,0
build-zero-v1,ASTER-217-2024-11-19,2024-11-19,4,11,39.3,4.2,7.8,6,0,25,0
build-zero-v1,ASTER-217-2024-11-20,2024-11-20,4,0,33.3,5.8,5.2,31,4,21,0
build-zero-v1,ASTER-217-2024-11-21,2024-11-21,4,10,39.9,2.7,5.5,9,0,16,0
build-zero-v1,ASTER-217-2024-11-22,2024-11-22,4,6,24.1,6.0,6.4,33,13,16,0
build-zero-v1,ASTER-217-2024-11-23,2024-11-23,4,-5,28.1,3.8,5.5,3,0,1,0
build-zero-v1,ASTER-217-2024-11-24,2024-11-24,4,14,32.5,4.4,1.1,42,1,7,0
build-zero-v1,ASTER-217-2024-11-25,2024-11-25,4,17,32.5,6.9,1.8,19,8,20,0
build-zero-v1,ASTER-217-2024-11-26,2024-11-26,4,0,41.3,3.7,4.3,30,0,8,0
build-zero-v1,ASTER-217-2024-11-27,2024-11-27,4,-4,35.6,4.0,1.4,25,0,-3,0
build-zero-v1,ASTER-217-2024-11-28,2024-11-28,4,-4,37.9,8.2,3.9,13,8,13,0
build-zero-v1,ASTER-217-2024-11-29,2024-11-29,4,5,42.6,7.1,5.5,8,0,11,0
build-zero-v1,ASTER-217-2024-11-30,2024-11-30,4,0,37.0,4.5,6.3,4,5,0,0
build-zero-v1,ASTER-217-2024-12-01,2024-12-01,4,32,34.7,1.4,6.6,39,0,25,0
build-zero-v1,ASTER-217-2024-12-02,2024-12-02,4,7,28.9,3.0,8.2,33,6,10,0
build-zero-v1,ASTER-217-2024-12-03,2024-12-03,4,10,33.5,7.0,2.8,11,0,20,0
build-zero-v1,ASTER-217-2024-12-04,2024-12-04,4,9,39.6,4.4,3.4,5,0,19,0
build-zero-v1,ASTER-217-2024-12-05,2024-12-05,4,61,27.9,8.4,6.0,13,0,63,1
build-zero-v1,ASTER-217-2024-12-06,2024-12-06,4,-4,32.4,3.7,5.3,1,0,-3,0
build-zero-v1,ASTER-217-2024-12-07,2024-12-07,4,0,49.8,4.1,7.2,46,9,37,1
build-zero-v1,ASTER-217-2024-12-08,2024-12-08,4,5,46.7,5.1,4.7,56,0,17,0
build-zero-v1,ASTER-217-2024-12-09,2024-12-09,4,30,55.8,0.2,6.9,20,0,37,1
build-zero-v1,ASTER-217-2024-12-10,2024-12-10,4,18,31.2,5.1,6.0,24,0,14,0
build-zero-v1,ASTER-217-2024-12-11,2024-12-11,4,0,40.2,5.5,5.0,3,2,15,0
build-zero-v1,ASTER-217-2024-12-12,2024-12-12,4,60,47.9,2.1,8.9,11,0,50,1
build-zero-v1,ASTER-217-2024-12-13,2024-12-13,4,64,32.0,5.2,3.4,11,0,45,1
build-zero-v1,ASTER-217-2024-12-14,2024-12-14,4,36,56.1,1.6,4.4,14,0,33,1
build-zero-v1,ASTER-217-2024-12-15,2024-12-15,4,2,47.0,2.2,4.1,11,0,8,0
build-zero-v1,ASTER-217-2024-12-16,2024-12-16,4,29,41.3,6.1,7.4,3,0,30,1
build-zero-v1,ASTER-217-2024-12-17,2024-12-17,4,8,26.8,1.9,5.5,9,18,14,0
build-zero-v1,ASTER-217-2024-12-18,2024-12-18,4,14,41.4,5.0,8.3,22,48,79,1
build-zero-v1,ASTER-217-2024-12-19,2024-12-19,4,2,39.4,4.3,6.1,4,0,20,0
build-zero-v1,ASTER-217-2024-12-20,2024-12-20,4,2,17.9,5.0,8.1,3,0,-2,0
build-zero-v1,ASTER-217-2024-12-21,2024-12-21,4,23,45.7,5.1,7.2,7,4,32,1
build-zero-v1,ASTER-217-2024-12-22,2024-12-22,4,-4,36.2,3.8,4.8,7,0,6,0
build-zero-v1,ASTER-217-2024-12-23,2024-12-23,4,-5,28.2,6.8,5.8,4,12,21,0
build-zero-v1,ASTER-217-2024-12-24,2024-12-24,4,57,21.1,2.5,5.4,10,0,22,0
build-zero-v1,ASTER-217-2024-12-25,2024-12-25,4,5,41.4,3.4,5.9,1,6,26,0
build-zero-v1,ASTER-217-2024-12-26,2024-12-26,4,3,50.3,7.0,8.5,14,0,34,1
build-zero-v1,ASTER-217-2024-12-27,2024-12-27,4,7,43.4,6.5,8.3,5,12,48,1
build-zero-v1,ASTER-217-2024-12-28,2024-12-28,4,43,31.9,2.8,5.8,26,0,29,0
build-zero-v1,ASTER-217-2024-12-29,2024-12-29,4,64,41.3,8.5,5.8,35,8,77,1
build-zero-v1,ASTER-217-2024-12-30,2024-12-30,4,8,52.4,3.9,6.4,21,8,43,1
build-zero-v1,ASTER-217-2024-12-31,2024-12-31,4,10,43.6,1.7,3.9,0,17,31,1
build-zero-v1,ASTER-217-2025-01-01,2025-01-01,4,19,34.9,3.1,4.7,56,0,8,0
build-zero-v1,ASTER-217-2025-01-02,2025-01-02,4,54,26.4,6.5,4.2,3,0,36,1
build-zero-v1,ASTER-217-2025-01-03,2025-01-03,4,3,33.3,4.5,5.2,45,0,3,0
build-zero-v1,ASTER-217-2025-01-04,2025-01-04,4,3,43.2,3.0,7.9,4,5,27,0
build-zero-v1,ASTER-217-2025-01-05,2025-01-05,4,4,41.3,5.9,3.0,19,0,14,0
build-zero-v1,ASTER-217-2025-01-06,2025-01-06,4,6,52.4,5.3,4.2,25,1,31,1
build-zero-v1,ASTER-217-2025-01-07,2025-01-07,4,-1,14.1,2.9,5.0,35,0,-12,0
build-zero-v1,ASTER-217-2025-01-08,2025-01-08,4,6,39.9,7.9,6.8,6,0,31,1
build-zero-v1,ASTER-217-2025-01-09,2025-01-09,4,1,24.6,10,1.5,7,0,1,0
build-zero-v1,ASTER-217-2025-01-10,2025-01-10,4,23,48.4,2.5,4.9,9,0,30,1
build-zero-v1,ASTER-217-2025-01-11,2025-01-11,4,0,30.7,4.5,9.0,15,8,15,0
build-zero-v1,ASTER-217-2025-01-12,2025-01-12,4,-1,50.8,3.9,3.1,19,36,39,1
build-zero-v1,ASTER-217-2025-01-13,2025-01-13,4,4,30.6,2.9,5.4,2,13,18,0
build-zero-v1,ASTER-217-2025-01-14,2025-01-14,4,8,28.3,4.8,5.9,23,9,9,0
build-zero-v1,ASTER-217-2025-01-15,2025-01-15,4,66,27.8,3.5,4.3,9,0,32,1
build-zero-v1,ASTER-217-2025-01-16,2025-01-16,4,6,46.9,2.6,7.3,22,0,33,1
build-zero-v1,ASTER-217-2025-01-17,2025-01-17,4,-5,38.4,5.4,4.6,19,0,5,0
build-zero-v1,ASTER-217-2025-01-18,2025-01-18,4,29,44.7,4.5,5.8,11,20,53,1
build-zero-v1,ASTER-217-2025-01-19,2025-01-19,4,5,35.3,7.7,7.1,12,21,50,1
build-zero-v1,ASTER-217-2025-01-20,2025-01-20,4,7,38.5,1.2,2.5,2,0,-6,0
build-zero-v1,ASTER-217-2025-01-21,2025-01-21,4,14,26.2,7.3,4.9,4,16,36,1
build-zero-v1,ASTER-217-2025-01-22,2025-01-22,4,7,44.3,4.5,4.5,30,0,11,0
build-zero-v1,ASTER-217-2025-01-23,2025-01-23,4,-5,35.2,5.7,5.6,4,0,17,0
build-zero-v1,ASTER-217-2025-01-24,2025-01-24,4,55,45.0,8.8,2.6,2,5,48,1
build-zero-v1,ASTER-217-2025-01-25,2025-01-25,4,22,27.1,5.9,2.9,10,0,18,0
build-zero-v1,ASTER-217-2025-01-26,2025-01-26,4,8,42.3,4.3,4.3,0,28,42,1
build-zero-v1,ASTER-217-2025-01-27,2025-01-27,4,2,33.0,7.1,6.6,4,2,20,0
build-zero-v1,ASTER-217-2025-01-28,2025-01-28,4,2,39.2,3.4,8.8,15,2,14,0
build-zero-v1,ASTER-217-2025-01-29,2025-01-29,4,27,43.9,2.5,5.4,5,0,26,0
build-zero-v1,ASTER-217-2025-01-30,2025-01-30,4,9,43.6,7.8,7.3,1,7,53,1
build-zero-v1,ASTER-217-2025-01-31,2025-01-31,4,20,46.7,3.4,4.9,14,0,29,0
build-zero-v1,ASTER-217-2025-02-01,2025-02-01,4,19,39.8,7.7,5.9,6,5,45,1
build-zero-v1,ASTER-217-2025-02-02,2025-02-02,4,-2,43.7,3.9,5.1,6,0,14,0
build-zero-v1,ASTER-217-2025-02-03,2025-02-03,4,7,39.1,1.2,6.5,15,0,-2,0
build-zero-v1,ASTER-217-2025-02-04,2025-02-04,4,14,43.6,2.4,7.9,4,0,23,0
build-zero-v1,ASTER-217-2025-02-05,2025-02-05,4,11,25.1,7.3,4.6,18,0,12,0
build-zero-v1,ASTER-217-2025-02-06,2025-02-06,4,6,50.8,4.5,6.8,21,0,15,0
build-zero-v1,ASTER-217-2025-02-07,2025-02-07,4,8,41.7,1.8,5.7,18,0,13,0
build-zero-v1,ASTER-217-2025-02-08,2025-02-08,4,8,19.6,4.7,5.2,6,0,3,0
build-zero-v1,ASTER-217-2025-02-09,2025-02-09,4,8,42.0,1.1,4.2,24,4,18,0
build-zero-v1,ASTER-217-2025-02-10,2025-02-10,4,-3,41.6,4.5,2.9,2,20,17,0
build-zero-v1,ASTER-217-2025-02-11,2025-02-11,4,-2,29.9,0.3,6.8,4,11,8,0
build-zero-v1,ASTER-217-2025-02-12,2025-02-12,4,24,31.7,0,4.6,21,0,16,0
build-zero-v1,ASTER-217-2025-02-13,2025-02-13,4,9,33.7,4.6,6.2,2,0,11,0
build-zero-v1,ASTER-217-2025-02-14,2025-02-14,4,1,34.4,2.9,6.1,48,0,9,0
build-zero-v1,ASTER-217-2025-02-15,2025-02-15,4,2,54.8,1.9,10,4,2,17,0
build-zero-v1,ASTER-217-2025-02-16,2025-02-16,4,6,34.9,0.2,8.5,2,0,8,0
build-zero-v1,ASTER-217-2025-02-17,2025-02-17,4,6,40.2,3.7,3.1,41,28,47,1
build-zero-v1,ASTER-217-2025-02-18,2025-02-18,4,8,40.4,1.7,4.6,16,25,29,0
build-zero-v1,ASTER-217-2025-02-19,2025-02-19,4,-5,25.7,8.0,5.1,10,15,21,0
build-zero-v1,ASTER-217-2025-02-20,2025-02-20,4,6,29.7,5.3,2.8,1,0,7,0
build-zero-v1,ASTER-217-2025-02-21,2025-02-21,4,7,30.9,5.0,5.3,1,2,12,0
build-zero-v1,ASTER-217-2025-02-22,2025-02-22,4,21,40.4,6.2,4.3,30,14,41,1
build-zero-v1,ASTER-217-2025-02-23,2025-02-23,4,5,32.0,6.1,4.3,49,1,13,0
build-zero-v1,ASTER-217-2025-02-24,2025-02-24,4,8,27.3,7.3,5.2,7,0,16,0
build-zero-v1,ASTER-217-2025-02-25,2025-02-25,4,8,24.9,5.3,6.2,15,5,-5,0
build-zero-v1,ASTER-217-2025-02-26,2025-02-26,4,-2,59.6,4.7,4.1,15,0,36,1
build-zero-v1,ASTER-217-2025-02-27,2025-02-27,4,7,30.8,5.1,7.1,20,0,17,0
build-zero-v1,ASTER-217-2025-02-28,2025-02-28,4,76,27.0,4.9,5.2,14,0,35,1
build-zero-v1,ASTER-217-2025-03-01,2025-03-01,4,-3,42.9,4.4,5.8,0,20,25,0
build-zero-v1,ASTER-217-2025-03-02,2025-03-02,4,11,31.7,5.1,7.0,15,5,29,0
build-zero-v1,ASTER-217-2025-03-03,2025-03-03,4,82,33.7,1.9,8.5,2,4,54,1
build-zero-v1,ASTER-217-2025-03-04,2025-03-04,4,-2,39.1,6.9,8.1,7,1,20,0
build-zero-v1,ASTER-217-2025-03-05,2025-03-05,4,76,38.8,4.8,3.6,3,0,48,1
build-zero-v1,ASTER-217-2025-03-06,2025-03-06,4,-2,20.2,1.6,8.0,3,15,17,0
build-zero-v1,ASTER-217-2025-03-07,2025-03-07,4,-1,50.9,7.8,7.4,27,1,46,1
build-zero-v1,ASTER-217-2025-03-08,2025-03-08,4,13,31.2,2.7,4.4,32,0,3,0
build-zero-v1,ASTER-217-2025-03-09,2025-03-09,4,0,38.2,3.9,3.6,75,0,0,0
build-zero-v1,ASTER-217-2025-03-10,2025-03-10,4,27,42.7,4.4,2.4,2,0,24,0
build-zero-v1,ASTER-217-2025-03-11,2025-03-11,4,0,48.5,6.9,7.6,2,0,35,1
build-zero-v1,ASTER-217-2025-03-12,2025-03-12,4,7,39.9,2.8,4.5,17,0,0,0
build-zero-v1,ASTER-217-2025-03-13,2025-03-13,4,-5,41.2,2.6,5.5,14,10,18,0
build-zero-v1,ASTER-217-2025-03-14,2025-03-14,4,3,41.9,1.6,1.2,4,0,-6,0
build-zero-v1,ASTER-217-2025-03-15,2025-03-15,4,0,45.4,5.2,1.7,8,5,17,0
build-zero-v1,ASTER-217-2025-03-16,2025-03-16,4,28,25.9,6.5,5.9,36,13,42,1
build-zero-v1,ASTER-217-2025-03-17,2025-03-17,4,12,53.1,3.8,2.0,3,0,29,0
build-zero-v1,ASTER-217-2025-03-18,2025-03-18,4,0,31.1,1.4,3.7,2,2,-11,0
build-zero-v1,ASTER-217-2025-03-19,2025-03-19,4,10,40.9,4.6,7.7,15,29,47,1
build-zero-v1,ASTER-217-2025-03-20,2025-03-20,4,7,50.6,4.5,2.9,29,0,19,0
build-zero-v1,ASTER-217-2025-03-21,2025-03-21,4,31,36.7,4.8,2.9,22,3,28,0
build-zero-v1,ASTER-217-2025-03-22,2025-03-22,4,4,20.2,8.1,5.6,13,18,29,0
build-zero-v1,ASTER-217-2025-03-23,2025-03-23,4,4,42.9,2.5,1.6,9,0,5,0
build-zero-v1,ASTER-217-2025-03-24,2025-03-24,4,8,46.1,4.8,7.0,2,0,28,0
build-zero-v1,ASTER-217-2025-03-25,2025-03-25,4,19,20.3,6.3,3.3,11,0,6,0
build-zero-v1,ASTER-217-2025-03-26,2025-03-26,4,8,14.0,5.5,5.2,15,3,-3,0
build-zero-v1,ASTER-217-2025-03-27,2025-03-27,4,64,44.6,5.9,2.9,13,0,59,1
build-zero-v1,ASTER-217-2025-03-28,2025-03-28,4,4,22.1,4.7,5.1,22,4,-1,0
build-zero-v1,ASTER-217-2025-03-29,2025-03-29,4,11,32.2,6.0,5.3,10,0,17,0
build-zero-v1,ASTER-217-2025-03-30,2025-03-30,4,21,55.3,5.0,5.3,21,0,44,1
build-zero-v1,ASTER-217-2025-03-31,2025-03-31,4,9,47.1,5.3,5.0,12,0,14,0
build-zero-v1,ASTER-217-2025-04-01,2025-04-01,4,11,9.1,2.3,2.6,2,0,-18,0
build-zero-v1,ASTER-217-2025-04-02,2025-04-02,4,-3,25.9,3.5,2.1,37,0,-11,0
build-zero-v1,ASTER-217-2025-04-03,2025-04-03,4,7,13.9,2.6,1.3,6,0,-18,0
build-zero-v1,ASTER-217-2025-04-04,2025-04-04,4,9,24.0,2.0,4.8,31,0,-18,0
build-zero-v1,ASTER-217-2025-04-05,2025-04-05,4,-4,45.5,5.4,8.0,0,0,21,0
build-zero-v1,ASTER-217-2025-04-06,2025-04-06,4,-3,32.9,2.1,8.3,23,32,33,1
build-zero-v1,ASTER-217-2025-04-07,2025-04-07,4,26,33.7,2.3,4.8,2,0,15,0
build-zero-v1,ASTER-217-2025-04-08,2025-04-08,4,3,51.5,1.7,7.2,26,0,21,0
build-zero-v1,ASTER-217-2025-04-09,2025-04-09,4,3,22.5,3.2,4.6,14,0,-6,0
build-zero-v1,ASTER-217-2025-04-10,2025-04-10,4,7,26.2,5.6,7.3,45,0,33,1
build-zero-v1,ASTER-217-2025-04-11,2025-04-11,4,-2,32.9,3.5,6.4,35,0,4,0
build-zero-v1,ASTER-217-2025-04-12,2025-04-12,4,0,26.7,5.3,6.1,3,0,-4,0
build-zero-v1,ASTER-217-2025-04-13,2025-04-13,4,4,25.3,0.2,4.2,13,0,-15,0
build-zero-v1,ASTER-217-2025-04-14,2025-04-14,4,24,16.8,4.4,3.3,2,0,6,0
build-zero-v1,ASTER-217-2025-04-15,2025-04-15,4,5,23.5,3.2,5.3,6,0,-10,0
build-zero-v1,ASTER-217-2025-04-16,2025-04-16,4,27,33.2,3.4,4.9,49,12,22,0
build-zero-v1,ASTER-217-2025-04-17,2025-04-17,4,17,27.0,0.1,4.8,2,0,-17,0
build-zero-v1,ASTER-217-2025-04-18,2025-04-18,4,7,16.6,6.6,7.1,19,0,0,0
build-zero-v1,ASTER-217-2025-04-19,2025-04-19,4,5,34.3,1.5,4.3,10,0,15,0
build-zero-v1,ASTER-217-2025-04-20,2025-04-20,4,12,15.0,4.4,4.8,37,0,-2,0
build-zero-v1,ASTER-217-2025-04-21,2025-04-21,4,9,15.7,5.2,4.9,8,0,5,0
build-zero-v1,ASTER-217-2025-04-22,2025-04-22,4,3,26.0,5.2,3.4,15,0,1,0
build-zero-v1,ASTER-217-2025-04-23,2025-04-23,4,20,24.8,1.3,7.9,24,2,13,0
build-zero-v1,ASTER-217-2025-04-24,2025-04-24,4,-5,21.6,0.6,7.2,10,0,-16,0
build-zero-v1,ASTER-217-2025-04-25,2025-04-25,4,0,23.2,2.0,7.3,59,0,-10,0
build-zero-v1,ASTER-217-2025-04-26,2025-04-26,4,-2,9.5,4.4,5.2,53,21,18,0
build-zero-v1,ASTER-217-2025-04-27,2025-04-27,4,26,31.7,2.2,6.5,5,24,42,1
build-zero-v1,ASTER-217-2025-04-28,2025-04-28,4,1,31.1,3.8,1.1,46,0,-6,0
build-zero-v1,ASTER-217-2025-04-29,2025-04-29,4,11,11.8,3.5,4.3,8,0,-7,0
build-zero-v1,ASTER-217-2025-04-30,2025-04-30,4,0,28.9,0.2,6.6,5,10,15,0
build-zero-v1,ASTER-217-2025-05-01,2025-05-01,4,3,20.5,4.1,7.1,1,23,14,0
build-zero-v1,ASTER-217-2025-05-02,2025-05-02,4,83,31.4,4.2,5.8,12,5,56,1
build-zero-v1,ASTER-217-2025-05-03,2025-05-03,4,11,36.0,4.5,7.5,2,0,27,0
build-zero-v1,ASTER-217-2025-05-04,2025-05-04,4,4,27.5,3.6,8.2,70,4,10,0
build-zero-v1,ASTER-217-2025-05-05,2025-05-05,4,36,23.1,3.1,5.7,23,0,11,0
build-zero-v1,ASTER-217-2025-05-06,2025-05-06,4,22,51.4,1.7,10,6,0,30,1
build-zero-v1,ASTER-217-2025-05-07,2025-05-07,4,5,31.0,3.3,4.6,36,0,-8,0
build-zero-v1,ASTER-217-2025-05-08,2025-05-08,4,-1,46.9,5.4,1.1,27,3,13,0
build-zero-v1,ASTER-217-2025-05-09,2025-05-09,4,29,4,6.9,0,13,15,26,0
build-zero-v1,ASTER-217-2025-05-10,2025-05-10,4,2,19.9,1.1,4.4,3,0,-12,0
build-zero-v1,ASTER-217-2025-05-11,2025-05-11,4,1,11.1,0.8,3.9,11,0,-18,0
build-zero-v1,ASTER-217-2025-05-12,2025-05-12,4,13,20.0,7.4,5.9,7,0,11,0
build-zero-v1,ASTER-217-2025-05-13,2025-05-13,4,5,25.7,2.0,5.0,7,0,-5,0
build-zero-v1,ASTER-217-2025-05-14,2025-05-14,4,18,26.4,4.5,5.2,50,0,17,0
build-zero-v1,ASTER-217-2025-05-15,2025-05-15,4,-1,31.2,2.2,0.7,3,14,6,0
build-zero-v1,ASTER-217-2025-05-16,2025-05-16,4,16,39.7,0,2.1,2,0,0,0
build-zero-v1,ASTER-217-2025-05-17,2025-05-17,4,0,32.9,3.3,2.9,13,0,7,0
build-zero-v1,ASTER-217-2025-05-18,2025-05-18,4,55,34.1,2.4,5.4,3,0,30,1
build-zero-v1,ASTER-217-2025-05-19,2025-05-19,4,27,10.2,3.5,4.6,13,7,7,0
build-zero-v1,ASTER-217-2025-05-20,2025-05-20,4,15,11.0,2.3,2.9,42,0,-9,0
build-zero-v1,ASTER-217-2025-05-21,2025-05-21,4,-5,11.2,4.9,3.0,7,0,-18,0
build-zero-v1,ASTER-217-2025-05-22,2025-05-22,4,14,34.2,4.3,2.6,11,2,-4,0
build-zero-v1,ASTER-217-2025-05-23,2025-05-23,4,3,31.8,0,4.3,6,0,-4,0
build-zero-v1,ASTER-217-2025-05-24,2025-05-24,4,4,33.1,1.6,5.9,26,0,1,0
build-zero-v1,ASTER-217-2025-05-25,2025-05-25,4,78,27.8,6.2,2.8,6,5,48,1
build-zero-v1,ASTER-217-2025-05-26,2025-05-26,4,31,28.0,1.7,7.1,15,36,52,1
build-zero-v1,ASTER-217-2025-05-27,2025-05-27,4,-2,24.7,2.8,5.0,51,15,18,0
build-zero-v1,ASTER-217-2025-05-28,2025-05-28,4,7,31.1,4.9,6.3,17,4,16,0
build-zero-v1,ASTER-217-2025-05-29,2025-05-29,4,4,33.0,2.3,1.6,16,0,3,0
build-zero-v1,ASTER-217-2025-05-30,2025-05-30,4,2,23.7,1.0,5.0,26,8,8,0
build-zero-v1,ASTER-217-2025-05-31,2025-05-31,4,28,22.4,1.0,2.8,10,0,-8,0
build-zero-v1,ASTER-217-2025-06-01,2025-06-01,4,1,41.8,0.2,6.9,32,0,-1,0
